consecutive_number,f0_,f1_,f2_,f3_,f4_,f5_,f6_,f7_,f8_,f9_,f10_,f11_,f12_,f13_,f14_,f15_
122572,Florida,Rural,2016-12-02T16:05:00Z,Daylight,30.635625,-84.59964444,Dry,Not Reported,Curve Right,Uphill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
390166,Ohio,Rural,2016-03-22T13:54:00Z,Daylight,39.69752778,-83.45748889,Dry,Concrete,Straight,"Grade, Unknown Slope",No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
210383,Kentucky,Rural,2016-07-21T12:42:00Z,Daylight,37.36488333,-85.38822778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,43,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120027,Florida,Urban,2016-01-08T21:00:00Z,Dark – Lighted,26.52797222,-80.17040833,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",70,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
490239,Utah,Urban,2016-11-12T17:15:00Z,Dark – Lighted,40.66770833,-112.02453611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120161,Florida,Urban,2016-01-30T22:20:00Z,Dark – Lighted,25.54438889,-80.37206944,Dry,Not Reported,Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
490237,Utah,Urban,2016-11-25T19:19:00Z,Dark – Lighted,41.08197222,-111.99211667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122065,Florida,Urban,2016-09-10T21:50:00Z,Dark – Lighted,27.99596111,-82.50729167,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120922,Florida,Rural,2016-05-13T05:55:00Z,Dark – Not Lighted,27.41233889,-81.53168056,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
62021,California,Rural,2016-12-03T23:30:00Z,Dark – Not Lighted,37.89640278,-121.65003889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",100,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60790,California,Urban,2016-05-29T02:05:00Z,Dark – Lighted,34.091175,-118.25885,Dry,Concrete,Curve Left,Downhill,No,3,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
530248,Washington,Urban,2016-07-15T22:50:00Z,Dark – Lighted,47.21356111,-122.34204167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
240456,Maryland,Urban,2016-09-04T01:14:00Z,Dark – Lighted,38.85033333,-76.90541667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",85,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
420570,Pennsylvania,Rural,2016-08-23T14:20:00Z,Daylight,41.01682222,-80.00524722,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61807,California,Rural,2016-10-21T16:20:00Z,Daylight,38.32221667,-120.25249722,Dry,Not Reported,Curve Left,Uphill,No,53,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122282,Florida,Rural,2016-10-21T05:35:00Z,Dark – Not Lighted,27.03362778,-80.39911944,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122668,Florida,Rural,2016-12-07T12:20:00Z,Daylight,27.59488889,-81.94505833,Dry,Not Reported,Straight,Uphill,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121018,Florida,Rural,2016-05-12T13:57:00Z,Daylight,27.48169722,-82.40563333,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
360461,New York,Rural,2016-06-21T12:44:00Z,Daylight,41.15376389,-73.93485556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121963,Florida,Rural,2016-09-06T12:01:00Z,Daylight,29.47533889,-81.20696111,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120678,Florida,Rural,2016-04-07T23:50:00Z,Dark – Not Lighted,30.39898056,-85.68943056,Dry,Not Reported,Straight,Level,No,65,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
420360,Pennsylvania,Rural,2016-06-14T07:33:00Z,Daylight,40.07920278,-76.34648889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
450458,South Carolina,Rural,2016-07-19T04:50:00Z,Dark – Not Lighted,34.59351667,-79.61729444,Dry,Not Reported,Straight,Level,No Driver Present/Unknown if Driver Present,55,No Driver Present/Unknown if Driver Present,No Driver Present/Unknown if Driver Present,No Obstruction Noted,Clear
390082,Ohio,Rural,2016-02-11T15:59:00Z,Daylight,39.02593889,-83.87733889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
390745,Ohio,Rural,2016-09-21T09:35:00Z,Daylight,40.98623611,-83.61289444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,10,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122680,Florida,Rural,2016-12-15T15:00:00Z,Daylight,30.443225,-85.87439722,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120031,Florida,Rural,2016-01-01T16:35:00Z,Daylight,30.43519167,-85.390875,Dry,Not Reported,Straight,Level,No,80,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10376,Alabama,Rural,2016-06-30T15:45:00Z,Daylight,33.50306111,-85.60811389,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,"Yes, Exceeded Speed Limit",80,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
122436,Florida,Urban,2016-11-18T17:36:00Z,Dark – Lighted,28.07874167,-80.61714167,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",75,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
121133,Florida,Urban,2016-02-13T20:40:00Z,Dark – Lighted,26.39456944,-80.08358889,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
120191,Florida,Urban,2016-02-02T22:59:00Z,Dark – Lighted,30.32743611,-81.59798056,Dry,Not Reported,Straight,Uphill,No,34,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
130220,Georgia,Urban,2016-03-05T20:46:00Z,Dark – Lighted,33.95648611,-83.98572222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
360492,New York,Rural,2016-08-06T19:08:00Z,Daylight,43.22044167,-77.82197778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,5,Not Distracted,None/Apparently Normal,"Reflected Glare, Bright Sunlight, Headlights",Clear
550256,Wisconsin,Rural,2016-07-08T10:23:00Z,Daylight,42.65754167,-88.2603,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
40059,Arizona,Rural,2016-02-25T17:05:00Z,Daylight,34.86751389,-112.47020278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60999,California,Rural,2016-07-09T10:42:00Z,Daylight,33.73889722,-117.08405,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10209,Alabama,Rural,2016-02-18T12:12:00Z,Daylight,33.25330278,-86.34283333,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Straight,Non-Trafficway or Driveway Access,No,60,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Clear
390949,Ohio,Rural,2016-11-18T08:40:00Z,Daylight,40.26082778,-82.45088611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,20,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
123101,Florida,Urban,2016-12-31T20:30:00Z,Dark – Lighted,29.11330278,-81.02727222,Dry,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10898,Alabama,Rural,2016-07-16T13:40:00Z,Daylight,33.35396111,-86.17956667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
60735,California,Rural,2016-05-14T18:02:00Z,Daylight,35.20606389,-119.41051667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
550279,Wisconsin,Rural,2016-07-22T14:40:00Z,Daylight,43.75183056,-87.85025,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,30,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
10770,Alabama,Rural,2016-11-14T11:30:00Z,Daylight,32.79669722,-87.26993056,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Straight,Non-Trafficway or Driveway Access,No,53,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
62153,California,Rural,2016-07-22T11:45:00Z,Daylight,37.16203889,-121.98783333,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Uphill,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Clear
61759,California,Rural,2016-08-24T17:30:00Z,Daylight,36.73493889,-120.02799444,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Too Fast for Conditions",55,Other Distraction,None/Apparently Normal,No Obstruction Noted,Clear
370520,North Carolina,Rural,2016-05-19T13:39:00Z,Daylight,35.57710278,-82.95328333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,57,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370757,North Carolina,Rural,2016-08-03T13:21:00Z,Daylight,35.32127778,-83.86139722,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,"Grade, Unknown Slope",No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370048,North Carolina,Rural,2016-01-28T09:06:00Z,Daylight,35.89969444,-77.94588333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370485,North Carolina,Rural,2016-05-31T09:22:00Z,Daylight,34.23586667,-78.82363889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370155,North Carolina,Rural,2016-02-23T17:31:00Z,Dusk,36.09076389,-81.01026667,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
370151,North Carolina,Rural,2016-02-05T17:50:00Z,Daylight,35.18609444,-77.97370833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120519,Florida,Urban,2016-03-14T17:25:00Z,Daylight,27.24691111,-80.80123056,Dry,Not Reported,Straight,Level,No Driver Present/Unknown if Driver Present,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
170510,Illinois,Urban,2016-07-19T12:20:00Z,Daylight,40.73939722,-89.59338889,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
360144,New York,Urban,2016-03-25T09:06:00Z,Daylight,43.02954444,-78.88020556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Specifics Unknown",90,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
400012,Oklahoma,Urban,2016-01-06T16:16:00Z,Daylight,35.53024722,-97.57516389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Downhill,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390124,Ohio,Urban,2016-03-16T06:40:00Z,Dawn,40.08143889,-82.91844167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,47,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120850,Florida,Rural,2016-04-22T12:27:00Z,Daylight,30.50560556,-84.86411944,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
10399,Alabama,Rural,2016-04-06T06:45:00Z,Daylight,32.05308611,-87.56635556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120778,Florida,Rural,2016-04-15T07:11:00Z,Dawn,27.64053056,-80.64348889,Wet,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
360823,New York,Rural,2016-11-30T06:30:00Z,Dark – Not Lighted,42.08790556,-77.24590833,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
270017,Minnesota,Rural,2016-01-24T11:44:00Z,Daylight,46.39832222,-94.27576111,Wet,Not Reported,Straight,Level,No,30,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550544,Wisconsin,Rural,2016-12-21T13:35:00Z,Daylight,43.53094722,-89.88413611,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Hillcrest,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
360346,New York,Rural,2016-06-11T09:24:00Z,Daylight,41.73737778,-74.031525,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
121254,Florida,Urban,2016-06-18T08:49:00Z,Daylight,27.4477,-82.55233056,Wet,Not Reported,Straight,Level,No,40,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121151,Florida,Urban,2016-05-16T13:49:00Z,Daylight,28.96991944,-81.28101944,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122563,Florida,Urban,2016-12-01T10:05:00Z,Daylight,30.28678611,-81.527725,Dry,Not Reported,Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
170720,Illinois,Urban,2016-07-07T15:46:00Z,Daylight,41.92311389,-88.36707778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,48,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550187,Wisconsin,Urban,2016-05-04T09:12:00Z,Daylight,42.90518611,-88.02516389,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
340269,New Jersey,Urban,2016-07-05T11:34:00Z,Daylight,40.55933889,-74.28496667,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,25,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
490169,Utah,Urban,2016-08-05T13:45:00Z,Daylight,39.67110556,-111.84692222,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122497,Florida,Rural,2016-11-23T09:45:00Z,Daylight,30.96663889,-86.38863889,Dry,Not Reported,Straight,Uphill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120174,Florida,Rural,2016-03-04T16:10:00Z,Daylight,29.61458333,-81.97813889,Dry,Not Reported,Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
550249,Wisconsin,Rural,2016-07-04T07:38:00Z,Daylight,44.06015833,-90.86198889,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122230,Florida,Urban,2016-10-04T06:00:00Z,Dark – Not Lighted,27.9094,-81.77421389,Wet,Not Reported,Straight,Level,No,60,Not Distracted,Other Physical Impairment,No Obstruction Noted,Cloudy
122136,Florida,Rural,2016-08-30T17:15:00Z,Daylight,27.70184722,-82.02191111,Wet,Not Reported,Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550097,Wisconsin,Rural,2016-03-31T17:00:00Z,Daylight,44.04751667,-90.00328333,Wet,Concrete,Straight,Level,No,62,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
480655,Texas,Rural,2016-03-18T05:22:00Z,Dark – Not Lighted,29.94745,-97.17993889,Dry,Not Reported,Straight,Hillcrest,No,65,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
370210,North Carolina,Rural,2016-03-13T19:12:00Z,Daylight,35.25633056,-80.61528611,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope","Yes, Too Fast for Conditions",45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
370372,North Carolina,Rural,2016-04-23T11:00:00Z,Daylight,36.13078333,-78.81498056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
483241,Texas,Urban,2016-12-13T18:12:00Z,Dark – Lighted,32.83710556,-97.21014167,Dry,Not Reported,Straight,Level,No,0,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
371216,North Carolina,Rural,2016-11-30T18:00:00Z,Dark – Not Lighted,35.42766389,-78.44568056,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,40,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
370448,North Carolina,Rural,2016-05-21T11:38:00Z,Daylight,35.77307778,-82.87360833,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
60130,California,Rural,2016-01-07T14:00:00Z,Daylight,38.58501389,-123.33707778,Wet,"Blacktop, Bituminous, or Asphalt",Curve Left,Uphill,No,38,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
60049,California,Rural,2016-01-06T18:40:00Z,Dark – Not Lighted,36.64462222,-121.66416667,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550033,Wisconsin,Urban,2016-02-05T20:30:00Z,Dark – Not Lighted,43.17644444,-87.96183333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,40,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
122890,Florida,Urban,2016-09-16T20:26:00Z,Dark – Not Lighted,30.27498889,-81.83183889,Wet,Not Reported,Straight,Level,No,55,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
121728,Florida,Urban,2016-08-07T00:30:00Z,Dark – Not Lighted,26.55911944,-81.66165,Wet,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
220144,Louisiana,Urban,2016-03-23T10:07:00Z,Daylight,30.30512778,-93.25205,Dry,"Blacktop, Bituminous, or Asphalt",Curve Right,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122220,Florida,Urban,2016-09-23T16:30:00Z,Daylight,26.61306389,-81.76150556,Wet,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121662,Florida,Urban,2016-08-08T22:23:00Z,Dark – Not Lighted,27.99625,-82.54108056,Wet,Not Reported,Straight,Level,No,67,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122513,Florida,Rural,2016-10-29T04:49:00Z,Dark – Lighted,26.66275,-80.11269444,Dry,Not Reported,Straight,Level,No,40,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
122296,Florida,Rural,2016-10-10T15:45:00Z,Daylight,27.17824167,-81.82772222,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,"Not-in-Transport Motor Vehicle (Parked, Working)",Cloudy
550400,Wisconsin,Urban,2016-09-22T09:32:00Z,Daylight,43.11822778,-88.00611944,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,"Yes, Exceeded Speed Limit",70,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122180,Florida,Urban,2016-10-06T19:45:00Z,Dark – Not Lighted,26.67352778,-81.92860833,Dry,Not Reported,Straight,Level,No,50,Other Cellular Phone Related,None/Apparently Normal,No Obstruction Noted,Cloudy
220191,Louisiana,Urban,2016-04-14T06:05:00Z,Dark – Not Lighted,30.30073056,-93.2329,Non-Trafficway Area or Driveway Access,Non-Trafficway or Driveway Access,Straight,Non-Trafficway or Driveway Access,No,50,Distraction/Inattention,None/Apparently Normal,No Obstruction Noted,Cloudy
122659,Florida,Rural,2016-11-28T17:55:00Z,Dusk,27.22763611,-81.8917,Wet,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
320116,Nevada,Rural,2016-06-12T20:30:00Z,Dark – Not Lighted,38.77528889,-117.16510556,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,45,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
550163,Wisconsin,Urban,2016-05-15T18:52:00Z,Daylight,42.88015,-88.34106111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,"Yes, Exceeded Speed Limit",60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121594,Florida,Urban,2016-07-29T11:34:00Z,Daylight,28.48845833,-81.285425,Dry,Not Reported,Straight,Level,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121721,Florida,Urban,2016-08-03T11:05:00Z,Daylight,28.54101944,-82.46208889,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
340427,New Jersey,Urban,2016-12-05T18:10:00Z,Dark – Not Lighted,40.71568056,-74.96955278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,"Grade, Unknown Slope",No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
390853,Ohio,Urban,2016-10-29T15:23:00Z,Daylight,41.26746944,-82.81304167,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,15,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550538,Wisconsin,Rural,2016-11-24T19:31:00Z,Dark – Lighted,43.19498056,-89.32345556,Dry,Concrete,Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
270348,Minnesota,Urban,2016-12-16T15:15:00Z,Daylight,46.31231944,-94.23131944,Snow,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122981,Florida,Urban,2016-12-21T13:39:00Z,Daylight,26.12100278,-80.214025,Dry,Not Reported,Straight,Level,"Yes, Exceeded Speed Limit",55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
220230,Louisiana,Urban,2016-05-23T10:29:00Z,Daylight,29.99789444,-90.241225,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
360443,New York,Urban,2016-07-11T12:36:00Z,Daylight,43.07029444,-77.44765,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,0,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121965,Florida,Urban,2016-09-13T14:36:00Z,Daylight,26.13675278,-80.14420278,Dry,Not Reported,Straight,Level,No,35,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120964,Florida,Urban,2016-05-16T18:10:00Z,Daylight,30.34886667,-87.39052222,Dry,Not Reported,Curve Right,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
122633,Florida,Rural,2016-12-10T11:10:00Z,Daylight,28.52729444,-80.76283333,Dry,Not Reported,Straight,Uphill,No,50,While Using or Reaching For Device/Object Brought Into Vehicle,None/Apparently Normal,No Obstruction Noted,Cloudy
121550,Florida,Rural,2016-07-14T17:35:00Z,Daylight,28.32991944,-82.56908056,Wet,Not Reported,Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550290,Wisconsin,Rural,2016-07-29T13:09:00Z,Daylight,44.57468611,-87.87529722,Dry,Unknown,Straight,Level,No,10,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
540103,West Virginia,Rural,2016-06-21T08:45:00Z,Daylight,38.568825,-82.282,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550546,Wisconsin,Rural,2016-11-22T12:55:00Z,Daylight,42.74221111,-89.59915278,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550489,Wisconsin,Rural,2016-12-24T10:38:00Z,Daylight,44.12163889,-88.16415278,Wet,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,5,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
121789,Florida,Rural,2016-08-18T06:05:00Z,Dawn,28.45185556,-80.97850556,Dry,Not Reported,Straight,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120401,Florida,Rural,2016-03-27T12:25:00Z,Daylight,29.68572222,-82.22710833,Dry,Not Reported,Straight,Level,No,60,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120037,Florida,Rural,2016-01-27T11:53:00Z,Daylight,29.70973889,-82.08488889,Dry,Not Reported,Curve Right,Level,No,59,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
120635,Florida,Rural,2016-04-07T07:29:00Z,Daylight,29.75215278,-82.21909722,Wet,Not Reported,Straight,Level,No,65,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
550199,Wisconsin,Rural,2016-06-06T15:18:00Z,Daylight,44.75335833,-90.07938333,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,61,Other Distraction,None/Apparently Normal,No Obstruction Noted,Cloudy
62302,California,Rural,2016-11-17T20:45:00Z,Dark – Not Lighted,34.23007778,-118.18192778,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Uphill,No,45,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
62300,California,Rural,2016-12-04T20:30:00Z,Dark – Not Lighted,36.732925,-120.34096111,Dry,"Blacktop, Bituminous, or Asphalt",Straight,Level,No,50,Not Distracted,"Under the Influence of Alcohol, Drugs or Medication",No Obstruction Noted,Cloudy
220462,Louisiana,Rural,2016-09-09T00:02:00Z,Dark – Lighted,29.75546389,-90.81685556,Dry,Concrete,Curve Right,Level,No,55,Not Distracted,None/Apparently Normal,No Obstruction Noted,Cloudy
